名称,面积,朝向,房型,租金
整租·鹿港小镇1室1厅东南,140.00,南,4室2厅3卫,1400
整租·保利格外松湖3室2厅南,140.00,南,4室2厅3卫,3000
整租·万科城市高尔夫花园1室1厅西,140.00,南,4室2厅3卫,1200
整租·城市假日一期1室1厅南,140.00,南,4室2厅3卫,1300
整租·星城翠珑湾二期3室2厅北,140.00,南,4室2厅3卫,3800
整租·御鹿华庭A期4室2厅东北,140.00,南,4室2厅3卫,2600
整租·中泰峰境3室2厅北,140.00,南,4室2厅3卫,2500
整租·光大山湖城1室0厅北,140.00,南,4室2厅3卫,950
整租·香樟国际3室2厅东南,140.00,南,4室2厅3卫,1800
整租·光大华信大厦4室2厅南/北,140.00,南,4室2厅3卫,2500
整租·虎门一号1室1厅南,140.00,南,4室2厅3卫,1500
整租·富盈山水华府3室2厅南,140.00,南,4室2厅3卫,2000
整租·花样年华1室0厅南,140.00,南,4室2厅3卫,1500
整租·碧桂园珑远紫宸府3室2厅南,140.00,南,4室2厅3卫,2300
整租·保利首铸天际3室2厅南,140.00,南,4室2厅3卫,2300
整租·寰宇汇金中心2室1厅西南,140.00,南,4室2厅3卫,2600
整租·新世纪亦居4室2厅东南,140.00,南,4室2厅3卫,3800
整租·鸿华I尚城1室1厅东南,140.00,南,4室2厅3卫,1800
整租·万科首铸东江之星1室1厅东北,140.00,南,4室2厅3卫,1500
整租·碧桂园柏丽湾3室2厅南,140.00,南,4室2厅3卫,1600
整租·富基·云山湖镜3室2厅东南,140.00,南,4室2厅3卫,2200
整租·时代倾城3室2厅南,140.00,南,4室2厅3卫,2300
整租·帝雅花园2室1厅南,140.00,南,4室2厅3卫,900
整租·雍景家园2室2厅南,140.00,南,4室2厅3卫,1800
整租·卓越金茂浅水湾3室2厅南,140.00,南,4室2厅3卫,2000
整租·新世纪豪园二期4室2厅东南,140.00,南,4室2厅3卫,6000
整租·塘厦丽景花园3室2厅东/南,94.00,东,3室2厅2卫,1500
整租·星城翠珑湾四期2室2厅复式南,94.00,东,3室2厅2卫,2600
整租·汉唐蜜园1室2厅南,94.00,东,3室2厅2卫,1600
整租·星河传说迪纳公寓3室2厅南,94.00,东,3室2厅2卫,3500
整租·松湖之光2期尚品3室2厅东南,94.00,东,3室2厅2卫,2300
整租·万科中天城市花园1室0厅南,94.00,东,3室2厅2卫,350
整租·保利锦城一期3室2厅南,94.00,东,3室2厅2卫,2400
整租·鸿华I尚城3室2厅西南,94.00,东,3室2厅2卫,2000
整租·哈啰小城3室2厅南/北,94.00,东,3室2厅2卫,2200
整租·凯晟景园3室2厅南,94.00,东,3室2厅2卫,4200
整租·星城翠珑湾五期2室2厅南,94.00,东,3室2厅2卫,2500
整租·万科首铸东江之星1室1厅东南,94.00,东,3室2厅2卫,1600
整租·丰泰东海城堡3室2厅南,94.00,东,3室2厅2卫,2100
整租·星河传说聚星岛A区3室1厅东南,94.00,东,3室2厅2卫,5200
整租·丰泰东海城堡3室2厅东南,94.00,东,3室2厅2卫,1900
整租·万科城市高尔夫花园3室2厅南,94.00,东,3室2厅2卫,3100
整租·御江1号4室2厅东南,94.00,东,3室2厅2卫,3000
整租·金地前海山3室2厅东南,94.00,东,3室2厅2卫,2800
整租·宏逹花園3室2厅西南,94.00,东,3室2厅2卫,2200
整租·天利中央花园4室2厅南,94.00,东,3室2厅2卫,6300
整租·光大景湖时代城5室2厅复式东南,94.00,东,3室2厅2卫,13000
整租·紫荆花园三期2室2厅东,94.00,东,3室2厅2卫,1000
整租·湖柏山庄2室2厅南,94.00,东,3室2厅2卫,1200
整租·融创公园首府2室2厅南,94.00,东,3室2厅2卫,1780
整租·汇景世纪双子城商务公馆1室1厅东,94.00,东,3室2厅2卫,1500
整租·万科中天城市花园3室2厅西南,94.00,东,3室2厅2卫,3000
整租·世纪城幸福公馆3室2厅南,94.00,东,3室2厅2卫,3200
整租·万科中心1室0厅北,94.00,东,3室2厅2卫,1500
整租·中央财津2室1厅东南/东北,94.00,东,3室2厅2卫,2200
整租·美域公馆2室1厅东,94.00,东,3室2厅2卫,2000
整租·文一居3室2厅东南,86.00,东南,3室2厅2卫,2200
整租·海逸豪庭尚都4室2厅南,86.00,东南,3室2厅2卫,6800
整租·龙湖·金地天曜城3室2厅东南,86.00,东南,3室2厅2卫,1800
整租·中海松湖林语4室1厅南/北,86.00,东南,3室2厅2卫,5000
整租·光大山湖城3室2厅北,86.00,东南,3室2厅2卫,2600
整租·光大景湖春晓3室2厅北,86.00,东南,3室2厅2卫,3200
整租·阳光城MODO0室0厅北,86.00,东南,3室2厅2卫,500
整租·时代香海彼岸2室2厅东南,86.00,东南,3室2厅2卫,2300
整租·中海·十里溪境3室2厅东南,86.00,东南,3室2厅2卫,2000
整租·长虹百荟1室1厅西南,86.00,东南,3室2厅2卫,1200
整租·天安数码城6室1厅南,86.00,东南,3室2厅2卫,16000
整租·都市华府3室2厅南,86.00,东南,3室2厅2卫,3300
整租·碧桂园壹中心2室2厅南,86.00,东南,3室2厅2卫,2300
整租·光大景湖花园5室2厅复式南,86.00,东南,3室2厅2卫,7500
整租·南部湾万科城4室2厅南,86.00,东南,3室2厅2卫,3300
整租·松湖碧桂园三期4室2厅东南,86.00,东南,3室2厅2卫,2500
整租·万科中心1室1厅东南,86.00,东南,3室2厅2卫,1250
整租·欧陆庭苑1室1厅东南,86.00,东南,3室2厅2卫,1200
整租·主山假日公寓1室1厅东,86.00,东南,3室2厅2卫,1900
整租·恒大珺庭1室1厅南,86.00,东南,3室2厅2卫,2000
整租·中惠金士柏山花园1室1厅东南/南,86.00,东南,3室2厅2卫,1300
整租·万科大厦2室1厅南,86.00,东南,3室2厅2卫,5400
整租·东泰花园嘉华苑3室2厅南,86.00,东南,3室2厅2卫,2100
整租·大金鼓广场3室2厅西南,86.00,东南,3室2厅2卫,3200
整租·万科首铸东江之星1室1厅西北,86.00,东南,3室2厅2卫,1500
整租·天利中央花园2室1厅南/北,86.00,东南,3室2厅2卫,5000
整租·富基·云山湖镜3室2厅东南,86.00,东南,3室2厅2卫,3000
整租·金地博登湖4室2厅东南,86.00,东南,3室2厅2卫,3000
整租·万科卓越珑远未来之光4室2厅南,86.00,东南,3室2厅2卫,3900
整租·时尚岛蓝钻1室0厅东北,86.00,东南,3室2厅2卫,1400
整租·新中银·商道8号3室2厅东,90.36,南,3室2厅1卫,4200
整租·万达华府1室1厅东,90.36,南,3室2厅1卫,1700
整租·宏远活力康城3室2厅西北,90.36,南,3室2厅1卫,2800
整租·中联大厦4室2厅西南,90.36,南,3室2厅1卫,4500
整租·鼎峰悦境3室2厅南,90.36,南,3室2厅1卫,4000
整租·万科金域缇香3室2厅东,90.36,南,3室2厅1卫,3500
整租·中海云麓公馆1室0厅北,90.36,南,3室2厅1卫,5000
整租·金地湖山大境二期3室1厅西南,90.36,南,3室2厅1卫,3000
整租·新世界花园3室2厅错层东南,90.36,南,3室2厅1卫,8000
整租·东成花园3室2厅南,90.36,南,3室2厅1卫,1600
整租·德基广场天悦1室0厅东南,90.36,南,3室2厅1卫,1500
整租·丰泰东海城堡1室0厅南,90.36,南,3室2厅1卫,400
整租·帝豪花園3室2厅南/北,90.36,南,3室2厅1卫,1500
整租·保利锦城一期4室2厅南,90.36,南,3室2厅1卫,3500
整租·松湖碧桂园一期3室2厅东南,90.36,南,3室2厅1卫,2200
整租·松湖碧桂园二期4室2厅东南,90.36,南,3室2厅1卫,2500
整租·中信凯旋城4室2厅南,90.36,南,3室2厅1卫,4300
整租·光大山湖城3室2厅南,90.36,南,3室2厅1卫,2000
整租·富民花园2室2厅北,90.36,南,3室2厅1卫,1000
整租·哈啰小城3室2厅东南,90.36,南,3室2厅1卫,2000
整租·浙商大厦1室1厅南,90.36,南,3室2厅1卫,3800
整租·御花苑1室1厅东南/南,90.36,南,3室2厅1卫,1800
整租·融创松湖澜园3室2厅南,90.36,南,3室2厅1卫,1600
整租·玖颂江湾3室2厅南,90.36,南,3室2厅1卫,3000
整租·碧桂园苹果2室2厅东南,90.36,南,3室2厅1卫,2100
整租·飞龙山庄3室2厅南/西南,90.36,南,3室2厅1卫,2800
整租·塘盛花园3室2厅北,90.36,南,3室2厅1卫,3500
整租·碧桂园翡翠山二期3室2厅南,90.36,南,3室2厅1卫,2000
整租·保利珑远国际广场1室1厅南,90.36,南,3室2厅1卫,4200
整租·虎门万科云城3室2厅南,90.36,南,3室2厅1卫,3200
整租·鹿港小镇2室1厅南,78.00,南,2室1厅1卫,1800
整租·茶山碧桂园首府3室2厅南,78.00,南,2室1厅1卫,2600
整租·保利欢乐大都汇2室1厅南,78.00,南,2室1厅1卫,2700
整租·寰宇汇金中心2室2厅东南,78.00,南,2室1厅1卫,2500
整租·万科虹溪诺雅2室2厅东/东南,78.00,南,2室1厅1卫,3500
整租·万达华府1室2厅南,78.00,南,2室1厅1卫,2800
整租·凤岗碧桂园4室2厅南,78.00,南,2室1厅1卫,3000
整租·凯东新城3室2厅东南,78.00,南,2室1厅1卫,2000
整租·光大山湖城3室2厅南/北,78.00,南,2室1厅1卫,1000
整租·发展大厦3室3厅东南,78.00,南,2室1厅1卫,2600
整租·阅云台4室2厅南,78.00,南,2室1厅1卫,3800
整租·万达华府1室1厅南,78.00,南,2室1厅1卫,1800
整租·嘉华星际湾3室2厅南,78.00,南,2室1厅1卫,2500
整租·万科星城3室2厅南,78.00,南,2室1厅1卫,2800
整租·阅云台4室2厅东南,78.00,南,2室1厅1卫,3800
整租·茶山碧桂园首府3室2厅南,78.00,南,2室1厅1卫,3000
整租·香树丽舍1室0厅南,78.00,南,2室1厅1卫,1400
整租·万科首铸东江之星1室1厅东南,78.00,南,2室1厅1卫,1500
整租·海伦湾3室2厅东南/南,78.00,南,2室1厅1卫,2300
整租·新世界花园3室2厅南/西南,78.00,南,2室1厅1卫,2500
整租·怡丰昌盛大厦1室0厅东南,78.00,南,2室1厅1卫,900
整租·光大景湖春天3室2厅南,78.00,南,2室1厅1卫,4000
整租·宏远帝庭山4室2厅西南,78.00,南,2室1厅1卫,800
整租·绿地大都会4室2厅东南,78.00,南,2室1厅1卫,3700
整租·横沥碧桂园3室2厅南/北,78.00,南,2室1厅1卫,3700
整租·新鸿基珑汇3室2厅东南,78.00,南,2室1厅1卫,2500
整租·新鸿基珑汇3室1厅北,78.00,南,2室1厅1卫,2300
整租·富民花园3室2厅北,78.00,南,2室1厅1卫,1100
整租·中惠香樟绿洲1室1厅东,78.00,南,2室1厅1卫,1600
整租·保利格外松湖3室2厅东南,78.00,南,2室1厅1卫,3000
整租·沿海丽水佳园3室2厅南,93.00,南,3室2厅1卫,1800
整租·虎门滨海城4室2厅南,93.00,南,3室2厅1卫,3000
整租·天利中央花园1室0厅西南,93.00,南,3室2厅1卫,500
整租·太平广场花园3室2厅南,93.00,南,3室2厅1卫,1600
整租·万达御湖公馆1室0厅西北,93.00,南,3室2厅1卫,1500
整租·丽都花园4室3厅错层东南,93.00,南,3室2厅1卫,3500
整租·松湖碧桂园·天钻4室2厅南,93.00,南,3室2厅1卫,2600
整租·瑞康花园3室2厅东南,93.00,南,3室2厅1卫,2200
整租·东城万达广场1室0厅西南,93.00,南,3室2厅1卫,1800
整租·悦园花园4室2厅南,93.00,南,3室2厅1卫,10000
整租·龙威花园3室2厅南,93.00,南,3室2厅1卫,1100
整租·丽江豪园3室2厅南,93.00,南,3室2厅1卫,2500
整租·碧桂园翡翠山3室2厅南,93.00,南,3室2厅1卫,2500
整租·宏川智汇中心3室2厅东南,93.00,南,3室2厅1卫,2800
整租·宏川智汇中心3室2厅东南,93.00,南,3室2厅1卫,2900
整租·中熙弥珍道1室2厅西南,93.00,南,3室2厅1卫,3000
整租·中辉大厦1室1厅东,93.00,南,3室2厅1卫,4200
整租·中辉大厦1室1厅东,93.00,南,3室2厅1卫,5100
整租·丰泽园3室2厅东南,93.00,南,3室2厅1卫,1700
整租·光大山湖城2室2厅北,93.00,南,3室2厅1卫,1600
整租·鼎峰尚境二期4室2厅北,93.00,南,3室2厅1卫,8000
整租·理想07693室1厅北,93.00,南,3室2厅1卫,1800
整租·花样年华1室0厅北,93.00,南,3室2厅1卫,1100
整租·星汇置地广场1室0厅东南,93.00,南,3室2厅1卫,11500
整租·宏远康城国际3室2厅东南,93.00,南,3室2厅1卫,2500
整租·希尔顿广场1室0厅南/北,93.00,南,3室2厅1卫,1800
整租·黄江锦绣花园2室2厅南,93.00,南,3室2厅1卫,1100
整租·时代天韵3室2厅东南/南,93.00,南,3室2厅1卫,2800
整租·雅翠花园景翠居2室1厅东南,93.00,南,3室2厅1卫,800
整租·汇景凯伦湾花园3室2厅南,93.00,南,3室2厅1卫,2500
整租·富盈世界汇1室1厅西南,43.00,西南,1室1厅1卫,1300
整租·信义怡翠豪园3室2厅南,43.00,西南,1室1厅1卫,4200
整租·嘉霖深湾1号2室1厅南,43.00,西南,1室1厅1卫,1200
整租·金沙花园3室2厅南/北,43.00,西南,1室1厅1卫,4500
整租·中惠悦峰3室2厅南,43.00,西南,1室1厅1卫,1700
整租·葵花里1室1厅东,43.00,西南,1室1厅1卫,1100
整租·光大花园金湖苑2座3室2厅南,43.00,西南,1室1厅1卫,1800
整租·中信凯旋城3室2厅南,43.00,西南,1室1厅1卫,4200
整租·中惠松湖城三期3室2厅南/北,43.00,西南,1室1厅1卫,2200
整租·横沥碧桂园3室2厅东南,43.00,西南,1室1厅1卫,1800
整租·风度盛荟3室2厅南/北,43.00,西南,1室1厅1卫,2300
整租·保利领秀山3室2厅南,43.00,西南,1室1厅1卫,3200
整租·怡丰映玥明轩3室2厅东南,43.00,西南,1室1厅1卫,3000
整租·天龙居4室2厅南,43.00,西南,1室1厅1卫,1800
整租·长青东街1室0厅东,43.00,西南,1室1厅1卫,23000
整租·宏川智汇中心2室2厅东北,43.00,西南,1室1厅1卫,2300
整租·龙光君御华府4室2厅北,43.00,西南,1室1厅1卫,2300
整租·中海云麓公馆3室2厅东北,43.00,西南,1室1厅1卫,3500
整租·时代荟2室1厅北,43.00,西南,1室1厅1卫,1400
整租·中信凯旋国际3室2厅东南,43.00,西南,1室1厅1卫,3300
整租·地标大厦1室1厅南,43.00,西南,1室1厅1卫,1600
整租·帝豪花園2室2厅南,43.00,西南,1室1厅1卫,1400
整租·天健阅江来3室2厅南,43.00,西南,1室1厅1卫,800
整租·光大景湖时代城2室2厅北,43.00,西南,1室1厅1卫,2800
整租·花样年江山3室2厅南,43.00,西南,1室1厅1卫,1700
整租·德洲城一期2室1厅南,43.00,西南,1室1厅1卫,2200
整租·方中兰亭轩1室0厅南,43.00,西南,1室1厅1卫,1500
整租·商业大厦2室1厅南,43.00,西南,1室1厅1卫,1300
整租·信鸿澜岸3室2厅北,43.00,西南,1室1厅1卫,2280
整租·卓越中寰3室1厅复式西,43.00,西南,1室1厅1卫,2600
整租·地标大厦1室1厅南,58.00,南,1室1厅1卫,1800
整租·万科时富金色家园4室2厅东,58.00,南,1室1厅1卫,3200
整租·卓越蔚蓝郡3室1厅东南,58.00,南,1室1厅1卫,2500
整租·光大景湖湾畔2室1厅东北,58.00,南,1室1厅1卫,2800
整租·星耀国际1室1厅南,58.00,南,1室1厅1卫,900
整租·保利松湖和府2室2厅南,58.00,南,1室1厅1卫,1200
整租·万科首铸东江之星1室0厅南,58.00,南,1室1厅1卫,1300
整租·碧桂园滨海明珠3室2厅南,58.00,南,1室1厅1卫,3300
整租·石竹新花园3室1厅东南,58.00,南,1室1厅1卫,2800
整租·时代倾城2室2厅北,58.00,南,1室1厅1卫,1200
整租·都市华府3室2厅南/北,58.00,南,1室1厅1卫,2600
整租·骏隆君悦天城2室2厅南,58.00,南,1室1厅1卫,1900
整租·绿地大都会4室2厅南/北,58.00,南,1室1厅1卫,3800
整租·时代倾城2室1厅北,58.00,南,1室1厅1卫,1300
整租·万科首铸东江之星1室1厅南,58.00,南,1室1厅1卫,1400
整租·中信德方斯2室1厅南,58.00,南,1室1厅1卫,2500
整租·江滨花园五期1室1厅东南,58.00,南,1室1厅1卫,850
整租·新城御珑公馆4室2厅东南,58.00,南,1室1厅1卫,3000
整租·盛世华南3室2厅南,58.00,南,1室1厅1卫,2100
整租·碧桂园天麓山三期3室2厅西北,58.00,南,1室1厅1卫,2000
整租·理想07693室2厅东南,58.00,南,1室1厅1卫,2300
整租·中惠沁林山庄3室2厅南/北,58.00,南,1室1厅1卫,3500
整租·万科中心1室1厅东南,58.00,南,1室1厅1卫,1500
整租·万科中天城市花园4室2厅东南,58.00,南,1室1厅1卫,3300
整租·玖颂江湾1室1厅南,58.00,南,1室1厅1卫,1300
整租·星河传说迪纳公寓1室2厅东北,58.00,南,1室1厅1卫,2400
整租·中惠香樟绿洲2室2厅东南,58.00,南,1室1厅1卫,1600
整租·万达华府1室0厅东南,58.00,南,1室1厅1卫,1900
整租·运河城3室1厅南,58.00,南,1室1厅1卫,2000
整租·三正瑞士半山6室2厅南,58.00,南,1室1厅1卫,21000
整租·约克时代1室1厅西,42.27,西,1室1厅1卫,1300
整租·汇景世纪双子城商务公馆1室0厅西北,42.27,西,1室1厅1卫,1200
整租·时代荟3室2厅南,42.27,西,1室1厅1卫,1800
整租·花样年君山5室2厅南,42.27,西,1室1厅1卫,8200
整租·寰宇汇金中心4室1厅东南,42.27,西,1室1厅1卫,13132
整租·碧桂园天誉3室2厅南,42.27,西,1室1厅1卫,2600
整租·丰泰橡树溪谷2室2厅南,42.27,西,1室1厅1卫,1400
整租·霞晖花园2室2厅南,42.27,西,1室1厅1卫,1100
整租·锦绣山河三期5室2厅东,42.27,西,1室1厅1卫,15000
整租·雍景家园2室1厅南,42.27,西,1室1厅1卫,1700
整租·松湖碧桂园一期3室2厅北,42.27,西,1室1厅1卫,2600
整租·清溪碧桂园翡翠湾3室2厅东南,42.27,西,1室1厅1卫,2700
整租·碧桂园十里江湾4室2厅东南,42.27,西,1室1厅1卫,2800
整租·远大城市广场3室2厅南,42.27,西,1室1厅1卫,2200
整租·理想07693室2厅西南,42.27,西,1室1厅1卫,1800
整租·太港城3室1厅东/东南,42.27,西,1室1厅1卫,1200
整租·棕榈泉4室2厅南/北,42.27,西,1室1厅1卫,3000
整租·南部湾万科城4室2厅南/北,42.27,西,1室1厅1卫,4300
整租·德洲城一期3室2厅南,42.27,西,1室1厅1卫,2600
整租·和光尘樾2室1厅复式南,42.27,西,1室1厅1卫,1500
整租·万象府3室2厅东南/南,42.27,西,1室1厅1卫,5300
整租·星河璟悦公馆3室2厅南,42.27,西,1室1厅1卫,2000
整租·虎门碧桂园一期2室1厅东,42.27,西,1室1厅1卫,2000
整租·嘉辉豪庭4室2厅南,42.27,西,1室1厅1卫,3300
整租·振业松湖雅苑3室2厅南/北,42.27,西,1室1厅1卫,1200
整租·龙光玖龙玺1室1厅西,42.27,西,1室1厅1卫,6000
整租·金湾花园2室2厅东南,42.27,西,1室1厅1卫,1300
整租·新世纪豪园一期4室2厅南/北,42.27,西,1室1厅1卫,6000
整租·东田丽园3室2厅东南,42.27,西,1室1厅1卫,2500
整租·恒大华府4室2厅东南,42.27,西,1室1厅1卫,6000
整租·三正卧龙山4室2厅南,143.00,南,4室2厅2卫,3500
整租·光大山湖城3室2厅北,143.00,南,4室2厅2卫,2300
整租·万科首铸东江之星1室1厅南,143.00,南,4室2厅2卫,1350
整租·中惠悦峰3室2厅南,143.00,南,4室2厅2卫,1800
整租·丰华翠苑3室2厅南,143.00,南,4室2厅2卫,2500
整租·和昌·众筑中央园著2室2厅南,143.00,南,4室2厅2卫,2200
整租·理想07692室1厅东南,143.00,南,4室2厅2卫,1300
整租·松湖碧桂园三期3室2厅东南,143.00,南,4室2厅2卫,2500
整租·安华香蜜松湖二期3室2厅北,143.00,南,4室2厅2卫,2800
整租·理想07691室1厅西,143.00,南,4室2厅2卫,1300
整租·万科中心1室0厅南,143.00,南,4室2厅2卫,1600
整租·虎门一号4室2厅南/北,143.00,南,4室2厅2卫,3800
整租·中惠香樟半岛花园2室2厅南,143.00,南,4室2厅2卫,1500
整租·万科翡丽山3室2厅东南,143.00,南,4室2厅2卫,3190
整租·万科虹溪诺雅3室2厅南,143.00,南,4室2厅2卫,5000
整租·花街18百合苑3室2厅北,143.00,南,4室2厅2卫,2880
整租·万科金域松湖花园一期3室2厅西南,143.00,南,4室2厅2卫,3000
整租·玖颂江湾1室1厅南/北,143.00,南,4室2厅2卫,1100
整租·碧桂园天麓山一期3室2厅南/北,143.00,南,4室2厅2卫,2000
整租·碧桂园天麓山一期2室2厅南,143.00,南,4室2厅2卫,1700
整租·光大景湖时代城2室1厅西北,143.00,南,4室2厅2卫,2900
整租·汇景豪庭2室2厅东北,143.00,南,4室2厅2卫,1800
整租·中海松湖云锦3室2厅南,143.00,南,4室2厅2卫,2800
整租·新世纪星城美寓1室1厅北,143.00,南,4室2厅2卫,1600
整租·明苑大厦1室0厅东南,143.00,南,4室2厅2卫,1500
整租·东城碧桂园3室2厅北,143.00,南,4室2厅2卫,4500
整租·安华香蜜松湖二期3室2厅南/北,143.00,南,4室2厅2卫,2800
整租·碧桂园天麓山二期5室2厅南,143.00,南,4室2厅2卫,5500
整租·双御思朗广场2室1厅复式西南,143.00,南,4室2厅2卫,2300
整租·中海松湖林语4室2厅东南,143.00,南,4室2厅2卫,4500
整租·碧桂园天汇3室2厅南/北,123.14,南,3室2厅2卫,2800
整租·曼克顿酒店公寓1室1厅南,123.14,南,3室2厅2卫,900
整租·都市华府3室2厅东南,123.14,南,3室2厅2卫,2500
整租·碧桂园·万象松湖2室2厅南,123.14,南,3室2厅2卫,2300
整租·宏川智汇中心3室2厅东南,123.14,南,3室2厅2卫,2000
整租·锦龙又一城22室2厅南,123.14,南,3室2厅2卫,2600
整租·黄金花园3室2厅东北,123.14,南,3室2厅2卫,2500
整租·光大景湖荣郡3室2厅南,123.14,南,3室2厅2卫,3800
整租·万象连城3室2厅南,123.14,南,3室2厅2卫,4000
整租·漾城2室2厅东南,123.14,南,3室2厅2卫,2100
整租·虎门碧桂园一期1室1厅西南,123.14,南,3室2厅2卫,1200
整租·安联尚璟3室2厅东南,123.14,南,3室2厅2卫,2500
整租·时代香海彼岸3室2厅南,123.14,南,3室2厅2卫,2500
整租·联华花园城3室2厅南,123.14,南,3室2厅2卫,2500
整租·葡萄庄园3室2厅复式东南,123.14,南,3室2厅2卫,3000
整租·盈锋丽骏豪庭1室1厅东,123.14,南,3室2厅2卫,1200
整租·绿地商业广场1室1厅南,123.14,南,3室2厅2卫,1200
整租·绿地大都会3室2厅东南,123.14,南,3室2厅2卫,2300
整租·鼎盛时代广场2室2厅南,123.14,南,3室2厅2卫,1700
整租·万科城市高尔夫花园3室2厅南,123.14,南,3室2厅2卫,3600
整租·东糖花园3室2厅东南,123.14,南,3室2厅2卫,3500
整租·香缤城市花园1室1厅南,123.14,南,3室2厅2卫,1400
整租·碧桂园时代城3室2厅南,123.14,南,3室2厅2卫,2300
整租·南部湾万科城2室1厅西北,123.14,南,3室2厅2卫,2200
整租·宜景康源1室1厅西,123.14,南,3室2厅2卫,1400
整租·中熙弥珍道4室2厅东南,123.14,南,3室2厅2卫,3800
整租·中央公馆海德堡3室2厅南,123.14,南,3室2厅2卫,3000
整租·中央公馆海德堡3室2厅南,123.14,南,3室2厅2卫,3000
整租·御景花园4室2厅南,123.14,南,3室2厅2卫,4200
整租·阳光城湖山悦3室2厅西南,123.14,南,3室2厅2卫,2000
整租·丰泰东海城堡4室2厅南,128.00,东,4室2厅2卫,3000
整租·恒大御景半岛2室1厅东南/南,128.00,东,4室2厅2卫,1500
整租·漾城3室2厅东南,128.00,东,4室2厅2卫,3800
整租·虎门碧桂园一期1室1厅西,128.00,东,4室2厅2卫,1400
整租·恒盈豪庭2室2厅东南,128.00,东,4室2厅2卫,2000
整租·天诚康桥华苑1室1厅东南,128.00,东,4室2厅2卫,1600
整租·万科金域蓝湾3室2厅东南,128.00,东,4室2厅2卫,3200
整租·光大山湖城3室2厅北,128.00,东,4室2厅2卫,1500
整租·恒盈豪庭1室1厅东,128.00,东,4室2厅2卫,1000
整租·万科汉邦松湖半岛3室2厅南/西南,128.00,东,4室2厅2卫,3000
整租·时尚岛蓝钻1室1厅东北,128.00,东,4室2厅2卫,1900
整租·新城玺樾门第4室2厅东南,128.00,东,4室2厅2卫,2800
整租·碧桂园ParkRoyal2室2厅北,128.00,东,4室2厅2卫,2600
整租·鼎峰卡布斯1室1厅南/北,128.00,东,4室2厅2卫,1900
整租·寰宇汇金中心2室2厅南,128.00,东,4室2厅2卫,2600
整租·帝豪花園3室2厅南,128.00,东,4室2厅2卫,1300
整租·金地格林小城5室2厅西南,128.00,东,4室2厅2卫,6500
整租·保利生态城褐石小镇2室2厅东南,128.00,东,4室2厅2卫,1500
整租·祥利花园3室2厅南,128.00,东,4室2厅2卫,3200
整租·玖颂江湾4室2厅东南,128.00,东,4室2厅2卫,2700
整租·万科金域国际3室2厅西南,128.00,东,4室2厅2卫,3000
整租·新中银·金色华庭2室1厅南,128.00,东,4室2厅2卫,2600
整租·恒大滨江左岸3室2厅南,128.00,东,4室2厅2卫,2100
整租·丽景国际3室1厅南,128.00,东,4室2厅2卫,1400
整租·大绿地凤凰花园2室2厅东南,128.00,东,4室2厅2卫,2200
整租·碧桂园苹果1室0厅西南,128.00,东,4室2厅2卫,2800
整租·汇景城市中心2室2厅南,128.00,东,4室2厅2卫,2600
整租·万科中央公园一期4室2厅西南,128.00,东,4室2厅2卫,4000
整租·保利时区4室1厅东南/南,128.00,东,4室2厅2卫,5000
整租·塘厦东港城3室2厅南,128.00,东,4室2厅2卫,2000
整租·万科金域松湖花园一期4室2厅东南,168.00,东南,4室2厅3卫,4500
整租·横沥碧桂园3室2厅东南,168.00,东南,4室2厅3卫,2300
整租·卓越时代广场3室2厅南,168.00,东南,4室2厅3卫,4000
整租·钜隆碧琴湾1室1厅西,168.00,东南,4室2厅3卫,1000
整租·丽都花园3室2厅东南,168.00,东南,4室2厅3卫,1500
整租·保利金地领峯3室2厅南,168.00,东南,4室2厅3卫,2500
整租·融创公园首府3室2厅南,168.00,东南,4室2厅3卫,2400
整租·侨信云起4室2厅南,168.00,东南,4室2厅3卫,5500
整租·碧桂园天麓山一期3室2厅南,168.00,东南,4室2厅3卫,2100
整租·星城翠珑湾四期4室2厅南/北,168.00,东南,4室2厅3卫,3600
整租·安华香蜜松湖二期3室2厅南,168.00,东南,4室2厅3卫,3200
整租·莲湖新村3室2厅东南,168.00,东南,4室2厅3卫,1500
整租·龙泽居4室2厅东南,168.00,东南,4室2厅3卫,2650
整租·时代香海彼岸4室2厅东南,168.00,东南,4室2厅3卫,2800
整租·地标广场1室0厅南,168.00,东南,4室2厅3卫,600
整租·金地格林上院3室2厅南,168.00,东南,4室2厅3卫,2300
整租·金色家园4室2厅东南,168.00,东南,4室2厅3卫,3200
整租·万豪苑1室1厅南,168.00,东南,4室2厅3卫,1000
整租·保利卓越中环广场2室1厅西,168.00,东南,4室2厅3卫,1800
整租·棕榈泉六期星光天地1室1厅南,168.00,东南,4室2厅3卫,1500
整租·嘉华星际湾3室2厅南,168.00,东南,4室2厅3卫,2400
整租·帝景花园2室1厅南,168.00,东南,4室2厅3卫,1000
整租·时富花园3室2厅南,168.00,东南,4室2厅3卫,2400
整租·中惠悦峰3室2厅南,168.00,东南,4室2厅3卫,1900
整租·金地前海山3室2厅东南,168.00,东南,4室2厅3卫,2500
整租·绿地商业广场2室1厅东南/南,168.00,东南,4室2厅3卫,1500
整租·新世界花园2室2厅南,168.00,东南,4室2厅3卫,2300
整租·保利卓越中环广场2室1厅西,168.00,东南,4室2厅3卫,1800
整租·万科金域华府二期1室0厅东南,168.00,东南,4室2厅3卫,500
整租·松湖碧桂园一期3室2厅南,168.00,东南,4室2厅3卫,3000
