园区名称,省份,城市,地区,详细地址,大约面积(亩),企业数
丰城市高端装备制造产业园,江西省,宜春市,丰城市,宜春市丰城市火炬中四路,438,5
格林美城市矿产资源循环产业园,江西省,宜春市,丰城市,宜春市丰城市221省道,337,38
丰城市精品家具产业园,江西省,宜春市,丰城市,上塘镇,238,-
丰源工业园,江西省,宜春市,丰城市,宜春市丰城市丰电大道1号,188,54
新能源新材料产业园,江西省,宜春市,丰城市,龙津洲街道,168,-
生命健康产业园,江西省,宜春市,丰城市,宜春市丰城市芝山路,117,11
丰城小微企业创业园,江西省,宜春市,丰城市,宜春市丰城市丰源大道与火炬南二路交叉路口西侧,85,36
京东智能城市(丰城)数字经济产业园,江西省,宜春市,丰城市,剑南路82号,66,374
泰和百盛·南区,江西省,宜春市,丰城市,宜春市丰城市鑫琪金属附近,62,-
丰城下岗职工创业园,江西省,宜春市,丰城市,宜春市丰城市剑邑大道南50米,-,6
江西丰城循环经济产业园,江西省,宜春市,丰城市,宜春市丰城市G238与循环大道交叉口东北方向60米,-,-
丰城市创业示范区,江西省,宜春市,丰城市,宜春市丰城市富州北路与府前路交叉口东北50米,-,43
江西龙津湖总部经济基地,江西省,宜春市,丰城市,宜春市丰城市曲江镇丰厚一级公路与剑桥路交叉口北50米,-,32
丰城市电子商务创业孵化基地,江西省,宜春市,丰城市,宜春市丰城市剑南路51号,-,43
河洲产业园,江西省,宜春市,丰城市,宜春市丰城市河洲产业园(循环大道北320米),-,12
上高工业园黄金堆园区,江西省,宜春市,上高县,宜春市上高县长水路与黄金大道北交叉口西150米,471,40
香港环球万为产业园,江西省,宜春市,上高县,宜春市上高县食品大道1号二期四地块,165,-
上高弗兰德通讯产业园,江西省,宜春市,上高县,宜春市上高县食品大道1号三区,128,-
力源电池科技产业园,江西省,宜春市,上高县,江西省宜春市上高县锦阳街道力源电池科技产业园,127,1
魅动上高产业园,江西省,宜春市,上高县,江西省宜春市上高县锦阳街道魅动上高产业园,121,1
九港智慧物流园,江西省,宜春市,上高县,宜春市上高县锦江镇朱桥村棉花山1号,54,-
上高工业园区,江西省,宜春市,上高县,宜春市上高县上高大道23号东北方向140米,32,31
朋祥兴科技园,江西省,宜春市,上高县,宜春市上高县沙基路,28,-
上高县科技工业园区,江西省,宜春市,上高县,宜春市上高县沙基路南50米,18,2
赣西富硒禽蛋产业园,江西省,宜春市,上高县,320国道与560县道交叉口东240米,-,-
田心小微企业创业园,江西省,宜春市,上高县,宜春市上高县墨田段171号,-,4
江西锐天产业园,江西省,宜春市,上高县,宜春市上高县G320与正宇大道交叉口西南方向170米,-,16
江西省现代农业示范园区(上高核心区),江西省,宜春市,上高县,宜春市上高县320国道,-,1
上高县农业科技示范园,江西省,宜春市,上高县,宜春市上高县320国道北50米石湖村委会附近,-,60
江西奉新高新技术产业园区,江西省,宜春市,奉新县,长乐大道688号,6095,481
干垦工贸区,江西省,宜春市,奉新县,宜春市奉新县222省道东50米,182,74
江西中江纺织科技产业园区(纺织产业孵化园),江西省,宜春市,奉新县,宜春市奉新县兴业路与朝辉路交叉路口往东北约100米,176,2
天工开物文创园,江西省,宜春市,奉新县,宜春市奉新县高新技术工业园区宁波路200号,146,-
中金智谷电子科技产业园,江西省,宜春市,奉新县,宜春市奉新县天工大道,134,55
阳光乳业嘉牧现代农业产业园,江西省,宜春市,奉新县,江西省宜春市奉新县赤田镇,-,-
诚晟创新孵化园,江西省,宜春市,奉新县,宜春市奉新县应星南大道959号,-,2
奉新县初心园现代农业示范园,江西省,宜春市,奉新县,宜春市奉新县城下村大栗组,-,-
天工商贸城北区(建设中),江西省,宜春市,奉新县,宜春市奉新县S518与S518辅路交叉口西南方向110米,-,-
宜春市奉新水土保持生态科技园,江西省,宜春市,奉新县,宜春市奉新县赤岸镇536县道,-,-
香田工业园,江西省,宜春市,靖安县,501乡道与222省道和平路西南约180米,2618,123
乔家窑生态产业园,江西省,宜春市,靖安县,香田工业园旺业路2号,128,-
江西杰浩工具园,江西省,宜春市,靖安县,宜春市靖安县世纪大道8号,104,-
江西宝盛科技产业园,江西省,宜春市,靖安县,宜春市靖安县香田工业园新区,41,12
优而信电商产业园,江西省,宜春市,靖安县,靖安县工业园区优而信电商产业园,21,-
靖安工业园区,江西省,宜春市,靖安县,宜春市靖安县清华大桥东北500米,-,2
石埠生态产业园,江西省,宜春市,宜丰县,宜春市宜丰县桥西乡石埠村,-,-
江南农耕文化园,江西省,宜春市,宜丰县,宜春市宜丰县新昌东大道42号,-,42
宜丰县科技创新创业孵化园,江西省,宜春市,宜丰县,宜春市宜丰县工业园工业大道(工业园管理委员会对面),-,1
宜丰工业园区,江西省,宜春市,宜丰县,宜春市宜丰县宜丰县工业园区工业园区(工业园管委会对面),-,-
浙江工艺品产业园,江西省,宜春市,宜丰县,宜春市宜丰县欧尔玛路与223省道交叉口东100米,-,-
江西铜鼓工业园,江西省,宜春市,铜鼓县,宜春市铜鼓县227省道附近,53,29
江西供销(铜鼓)冷链物流园,江西省,宜春市,铜鼓县,城南东路东以北定江河以东南,-,-
铜鼓县创业示范基地,江西省,宜春市,铜鼓县,宜春市铜鼓县城南西路48号附近,-,8
铜鼓县电子商务创业园,江西省,宜春市,铜鼓县,宜春市铜鼓县永宁镇定江西路46号,-,34
铜鼓县电子商务产业孵化园,江西省,宜春市,铜鼓县,永宁镇定江西路46号,-,17
万载工业园,江西省,宜春市,万载县,宜春市万载县将军东大道18正西方向60米,6326,340
万载共享经济创意园,江西省,宜春市,万载县,宜春市万载县建成大道1289号,46,709
万载县电子商务产业园,江西省,宜春市,万载县,宜春市万载县建成大道888号,37,274
万载县瑞森医药产业园,江西省,宜春市,万载县,万载县工业园创业大道20号,34,50
江西抚州高新技术产业园区,江西省,抚州市,临川区,抚州市临川区迎宾大道200号江西抚州金巢经济开发区附近,9942,857
江西临川抚北工业园区,江西省,抚州市,临川区,抚州市临川区抚北镇,1532,178
比亚迪抚州新能源汽车产业园,江西省,抚州市,临川区,抚州市临川区金柅南大道,1208,-
抚州海西综合物流园,江西省,抚州市,临川区,江西省抚州市临川区展坪镇,1155,5
抚州数字小镇,江西省,抚州市,临川区,司马光大道与文昌大道交汇处西北角,517,14
临川高新科技产业园,江西省,抚州市,临川区,抚州市临川区科技园路666号,462,106
森鸿科技产业园,江西省,抚州市,临川区,抚州市临川区高新四路206号,380,11
抚州国际物流产业园(中汇景泰国际物流),江西省,抚州市,临川区,中汇景泰国际物流产业园1号仓,263,-
江西金品铜科产业园,江西省,抚州市,临川区,抚州市临川区文昌大道,263,11
辰桦·抚州智造谷,江西省,抚州市,临川区,文昌大道以西、高新七路以南、高新八路以北,255,7
众智科技园(创新示范区),江西省,抚州市,临川区,抚州市临川区金巢大道与火炬六路交叉路口东侧,250,30
抚州市德科产业园,江西省,抚州市,临川区,高新五路与科纵四路交叉口东北180米,235,-
抚州市高新区科技创新园(建设中),江西省,抚州市,临川区,金柅南大道以北,234,-
江西智创置业科技产业园(建设中),江西省,抚州市,临川区,金柅南大道与发展大道交叉口,205,-
才智科技园,江西省,抚州市,临川区,抚州市临川区科纵二路与高新四路交叉口东南约140米,171,14
江西供销(临川)冷链物流园,江西省,抚州市,临川区,王安石大道与东一环路交叉口西南440米,144,1
临川区众创基地(才都工业园众创基地),江西省,抚州市,临川区,抚州市临川区上顿渡镇才都工业园,110,1429
抚州高新技术产业园区中小企业创业园,江西省,抚州市,临川区,抚州市临川区金柅大道198号金巢经济开发区中小企业创业园附近,107,1243
抚州蓝海物流园,江西省,抚州市,临川区,抚州市临川区临川区高新开发区园纵六路,99,2
抚州互联网产业园,江西省,抚州市,临川区,抚州市临川区仙临路,60,319
恒强达绿色建筑产业基地,江西省,抚州市,临川区,抚州市临川区208省道西50米,44,-
资溪金凤凰智能制造科技园,江西省,抚州市,临川区,高新区大觉山路,40,10
海若文化产业园,江西省,抚州市,临川区,抚州市临川区钟岭街道园横二路299号,39,7
临川智汇科技产业园,江西省,抚州市,临川区,抚州市临川区才都工业区东一环路888号临川智汇科技产业园,32,-
抚州市创业(园)孵化基地,江西省,抚州市,临川区,金柅大道192号临近,-,1220
东临新区香岚湾生态园,江西省,抚州市,临川区,S208(东临公路),-,18
抚州高新技术产业开发区城西街道创业孵化园,江西省,抚州市,临川区,钟岭街道,-,1
江西省赣之源木材产业园,江西省,抚州市,临川区,316国道东北侧,-,-
抚州市创客空间科技孵化器,江西省,抚州市,临川区,抚州市临川区赣东大道1085号正北方向200米,-,107
临川新一代信息技术科创产业园,江西省,抚州市,临川区,江西省抚州市临川区上顿渡镇东一环路,-,-
抚州市东临新区智慧农业产业园,江西省,抚州市,临川区,抚州市临川区封溪村,-,-
鹏溪现代农业科技园(省级),江西省,抚州市,临川区,湖南乡鹏溪村,-,1
抚州市青年创业示范基地,江西省,抚州市,临川区,抚州市临川区临川大道919号,-,15
江西东乡(省级)经济开发区,江西省,抚州市,东乡区,抚州市东乡区东临工业大道,1392,56
东乡红星开发区,江西省,抚州市,东乡区,抚州市东乡区东红工业大道999号附近,1205,8
东乡经济开发区东山工业园,江西省,抚州市,东乡区,抚州市东乡区南英大道,892,45
中基恒光(抚州)产业园(建设中),江西省,抚州市,东乡区,抚州市东乡区236国道,538,-
荣成汽配科技园,江西省,抚州市,东乡区,抚州市东乡区邓家乡,428,-
东乡县小微企业创业园,江西省,抚州市,东乡区,抚州市东乡区应龙路,309,2
国科健康产业园,江西省,抚州市,东乡区,抚州市东乡区LNG加气站西南(东临工业大道西),295,16
书源健康产业园,江西省,抚州市,东乡区,抚州市东乡区温州路16号,151,-
东乡科技孵化园,江西省,抚州市,东乡区,抚州市东乡区南英大道西50米艾家村东150米,119,1
大富创业园,江西省,抚州市,东乡区,抚州市东乡区应龙路,114,2
大富工业区,江西省,抚州市,东乡区,抚州市东乡区大富大道与状元路交叉口北150米,109,7
江西佛像工艺品产业园,江西省,抚州市,东乡区,东红工业大道88号,46,4
上海永久诚安新能源产业园,江西省,抚州市,东乡区,子山路与南英大道交界处处向西200米,45,4
江西东乡经济开发区渊山岗工业园,江西省,抚州市,东乡区,抚州市东乡区经济开发区,26,4
城东国际物流园,江西省,抚州市,东乡区,抚州市东乡区江磷路与朝阳大道交叉口东北100米,19,56
抚州市东乡区电商创业园,江西省,抚州市,东乡区,抚州市东乡区磷肥厂城东大道城东物流园,10,5
岗上积返乡创业园,江西省,抚州市,东乡区,岗上积镇东临公路(返乡创业园),-,-
喜利工业园,江西省,抚州市,南丰县,抚州市南丰县环城东路,125,1
南丰县创业孵化基地,江西省,抚州市,南丰县,琴城镇南丰县创业孵化基地,28,-
高层次人才产业园,江西省,抚州市,南丰县,江西莱檬生物科技有限责任公司,-,-
南丰县电商创业孵化基地,江西省,抚州市,南丰县,琴城镇琴台河阳光城,-,6
南丰县电子商务创业园,江西省,抚州市,南丰县,琴城镇琴台河阳光城,-,6
江西省南丰电商创业园,江西省,抚州市,南丰县,抚州市南丰县琴城镇喜利工业园区,-,-
南丰县现代柑橘产业科技示范园,江西省,抚州市,南丰县,抚州市南丰县环城南路以北,-,1
南丰县电子商务产业园,江西省,抚州市,南丰县,江西省抚州市南丰县洽湾镇,-,-
南丰县文化创意产业园,江西省,抚州市,南丰县,抚州市南丰县南军段与206国道交叉口南150米,-,33
南丰黄金工业园区,江西省,抚州市,南丰县,抚州市南丰县黄井大道东50米,-,-
江西南丰工业园区,江西省,抚州市,南丰县,抚州市南丰县206国道西50米,-,3
南丰县富溪工业园,江西省,抚州市,南丰县,206国道与交通北路交叉口西80米,-,19
崇仁县高新技术产业园区(原工业园区C区),江西省,抚州市,崇仁县,抚州市崇仁县215省道南50米,265,18
变电小镇,江西省,抚州市,崇仁县,抚州市崇仁县伟业路,245,4
崇仁县创业孵化基地,江西省,抚州市,崇仁县,抚州市崇仁县215省道西50米,134,27
崇仁科创园,江西省,抚州市,崇仁县,抚州市崇仁县产业大道9号,74,4
江西崇仁高新技术产业园区,江西省,抚州市,崇仁县,抚州市崇仁县兴业路与215省道交叉口西50米,63,1
崇仁县高新科技园,江西省,抚州市,崇仁县,产业大道2号东南方向98米,56,10
崇仁中元电子信息产业园,江西省,抚州市,崇仁县,产业大道88号,40,4
崇仁科创中心,江西省,抚州市,崇仁县,抚州市崇仁县产业大道与伟业路交叉路口往东南约200米,-,171
崇仁县国品麻鸡产业园,江西省,抚州市,崇仁县,抚州市崇仁县崇仁县工业园区C区金塘附近,-,-
江西锦玉工业园,江西省,抚州市,崇仁县,抚州市崇仁县人民大道与215省道交叉口东100米,-,-
中国教育装备(校具)产业科创城,江西省,抚州市,南城县,抚州市南城县周家堡大桥校具产业园,326,25
雅洁莱医疗科技控股产业园,江西省,抚州市,南城县,河东工业园区西四路2号,231,-
江西元宇宙终端产业园,江西省,抚州市,南城县,东六路1号,121,12
南城县电子产业孵化园,江西省,抚州市,南城县,抚州市南城县东三路,84,-
新金港科技产业园,江西省,抚州市,南城县,抚州市南城县东六路,71,1
江西南城工业园区,江西省,抚州市,南城县,抚州市南城县206国道西100米,35,-
南城县建筑业孵化基地,江西省,抚州市,南城县,抚州市南城县临江路,-,8
京东众创授权南城产业基地,江西省,抚州市,南城县,抚州市南城县河东大道6号百望电商中心2层d202,-,120
拓玛仕空压机产业园,江西省,抚州市,南城县,东六路,-,-
金山口工业园区,江西省,抚州市,南城县,抚州市南城县沙塘东路与盱江北大道交叉路口往西北约150米,-,20
黎川家具产业园,江西省,抚州市,黎川县,平高七路,1543,117
东鑫电子商务园,江西省,抚州市,黎川县,抚州市黎川县S212与新城大道交叉口东南方向130米,80,23
江西仁发科技高新产业园,江西省,抚州市,黎川县,抚州市黎川县工业园工业大道,-,-
黎米产业园,江西省,抚州市,黎川县,抚州市黎川县荷源乡,-,-
新荣工业园区,江西省,抚州市,黎川县,抚州市黎川县国安路与园区北大道交叉路口往西南约220米,-,5
东南藤茶生物科技园,江西省,抚州市,黎川县,抚州市黎川县国安路与新平路交叉口南200米,-,6
江西黎川工业园区(新城大道),江西省,抚州市,黎川县,抚州市黎川县永城路467附近,-,4
黎川油画创意产业园,江西省,抚州市,黎川县,抚州市黎川县新丰路8西南方向110米,-,4
陶瓷工业园,江西省,抚州市,黎川县,抚州市黎川县瓷城一路,-,2
资溪面包科技园,江西省,抚州市,资溪县,资溪面包产业城创新大道,90,20
中国资溪面包产业城,江西省,抚州市,资溪县,抚州市资溪县S46(抚吉高速),-,-
中国资溪竹科技创新中心,江西省,抚州市,资溪县,安石段东北40米,-,-
资溪县退役军人面包产业园,江西省,抚州市,资溪县,江西省抚州市资溪县鹤城镇资溪县退役军人面包产业园资溪百越文化村,-,13
资溪中小企业创业园,江西省,抚州市,资溪县,抚州市资溪县316国道北50米,-,9
资溪县退役军人面包创业产业园,江西省,抚州市,资溪县,抚州市资溪县鹤城镇资溪面包食品产业城内,-,-
中国资溪面包文化园,江西省,抚州市,资溪县,抚州市资溪县泰伯大道,-,23
资溪石材工业园,江西省,抚州市,资溪县,竹产业协会东北侧120米,-,-
金溪县工业园区C区,江西省,抚州市,金溪县,抚州市金溪县檀湖路与206国道交叉口东南150米,982,171
江西金溪工业园区(金溪县工业园区A区),江西省,抚州市,金溪县,抚州市金溪县疏山北路22号西南方向60米,728,120
恒光综合科技园,江西省,抚州市,金溪县,琅琚镇恒光综合科技园,177,1
金溪生物科技产业园,江西省,抚州市,金溪县,金抚高速入口与纬三路交叉口东北440米,94,15
江西食品加工产业孵化园,江西省,抚州市,金溪县,云山路与檀湖路交叉口东500米,50,-
金溪楷炫圣科技园,江西省,抚州市,金溪县,抚州市金溪县周庄路5西北方向160米,9,1
金溪县中小企业创业孵化基地,江西省,抚州市,金溪县,抚州市金溪县疏山北路18号西南方向40米,-,10
康希产业园,江西省,抚州市,乐安县,丰洛线与横六路交叉口西北280米,172,16
乐安工业园区,江西省,抚州市,乐安县,抚州市乐安县鳌溪镇工业大道乐安中小企业创业园,13,29
乐安设施蔬菜配套产业园,江西省,抚州市,乐安县,厚发工业园红绿灯路口西北处,-,-
乐安中小企业创业园,江西省,抚州市,乐安县,抚州市乐安县迎宾南大道,-,6
厚德科技园,江西省,抚州市,乐安县,厚发工业园区,-,10
唯康电商园,江西省,抚州市,乐安县,抚州市乐安县前坪路五小斜对面,-,10
江西金塑新材料产业园(建设中),江西省,抚州市,宜黄县,工业一路杨树林三期,512,-
江西宜黄工业园区(宜黄县丰厚工业园区),江西省,抚州市,宜黄县,抚州市宜黄县213省道与丰厚大道交叉口,117,17
宜黄工业园区机械制造产业园,江西省,抚州市,宜黄县,抚州市宜黄县丰盛大道,-,-
兴华生态农业科技园,江西省,抚州市,宜黄县,抚州市宜黄县潭坊段附近,-,-
广昌工业园区,江西省,抚州市,广昌县,抚州市广昌县旴江镇206国道东50米,150,5
中广电子信息产业园,江西省,抚州市,广昌县,抚州市广昌县工业园区莲爽大道,67,3
互联网创业中心,江西省,抚州市,广昌县,旰江镇青音路29号,-,74
萍乡创投科技产业园,江西省,萍乡市,安源区,青山镇萍乡创投科技产业园,200,7
安源电子信息产业园D区人工智能产业园,江西省,萍乡市,安源区,吉林路与金光大道交叉口东南340米,145,2
安源工业园,江西省,萍乡市,安源区,萍乡市安源区金光大道1号,120,101
安源产业聚集园AB区,江西省,萍乡市,安源区,萍乡市安源区成功大道与吉林路交叉口北约80米,76,3
安源电子信息产业园C区,江西省,萍乡市,安源区,吉林路与成功大道交叉口西北280米,69,11
萍乡市博昌家具工业园,江西省,萍乡市,安源区,萍乡市安源区安源西大道61号,67,-
鑫淘科技产业园,江西省,萍乡市,安源区,新三板工业园,66,-
江西MCN流量经济基地,江西省,萍乡市,安源区,萍乡市安源区成功大道66号,28,-
萍乡安源产业园,江西省,萍乡市,安源区,萍乡市安源区成功大道,12,9
菲力康健康产业园,江西省,萍乡市,安源区,成功大道1号,-,-
金融商务区,江西省,萍乡市,安源区,萍乡市安源区安源北大道与兴贤东路交叉口,-,9
浮化创浮化创业园,江西省,萍乡市,安源区,萍乡市安源区洪山路居然之家洪山路店东侧约40米,-,21
伯乐智能装备产业园,江西省,萍乡市,安源区,萍乡市安源区１２８县道与３２０国道交叉口南约60米,-,-
中鼓·医疗科技产业园,江西省,萍乡市,安源区,萍乡市安源区兴业南路与０１５乡道交叉口东北约160米,-,-
萍乡市极创创业孵化基地,江西省,萍乡市,安源区,萍乡市安源区瑞金北路1号翡翠城1号楼6楼8楼,-,167
萍乡市创业孵化基地,江西省,萍乡市,安源区,萍乡市安源区洪山大道16号,-,21
萍乡市安源区高坑镇大学生创业园,江西省,萍乡市,安源区,萍乡市安源区320国道南50米,-,-
安源建商产业园,江西省,萍乡市,安源区,萍乡市安源区南环路368号附近,-,24
新三板工业园,江西省,萍乡市,安源区,萍乡市安源区经三路与320国道交叉口南100米,-,20
安源电子信息产业园,江西省,萍乡市,安源区,萍乡市安源区吉林路与金光大道交叉路口往西南约160米,-,20
东大街总部经济产业园,江西省,萍乡市,安源区,萍乡市安源区学院路与萍安中大道交叉口南100米,-,428
西人马先进智能医疗芯片产业园,江西省,萍乡市,安源区,萍乡市安源区安吉路,-,-
安源人力资源服务产业园,江西省,萍乡市,安源区,萍乡市安源区萍安南大道,-,3
富润通服务产业园,江西省,萍乡市,安源区,萍乡市安源区井冈山路与安源中大道交叉路口往西约100米,-,7
安源锦绣城国家文化产业示范基地,江西省,萍乡市,安源区,萍乡市安源区萍安南大道安源锦绣城,-,11
和兴生物清夫园,江西省,萍乡市,安源区,萍乡市安源区德铭路54号,-,19
安源经济转型产业基地,江西省,萍乡市,安源区,萍乡市安源区成功大道与重庆路交叉路口往西约180米,-,4
国家萍乡经济技术开发区,江西省,萍乡市,安源区,萍乡市安源区安源北大道与安源南大道交叉口南150米,-,17
萍乡市大学生创业园(洪山路),江西省,萍乡市,安源区,萍乡市安源区洪山大道16号,-,21
萍乡市大学生创业园(建设路),江西省,萍乡市,安源区,萍乡市安源区建设东路769号,-,3
萍乡市创业孵化园,江西省,萍乡市,安源区,萍乡市安源区华源路与萍安中大道交叉口西150米,-,1
萍乡电子商务创业园,江西省,萍乡市,安源区,萍乡市安源区金陵西路蓝天大厦二楼,-,88
上柳源非金属工业园,江西省,萍乡市,安源区,萍乡市安源区经三路与320国道交叉口西北150米,-,3
安源鑫税云通服务贸易产业园,江西省,萍乡市,安源区,萍乡市安源区萍水北路9号(北星小学对面),-,391
中国邮政萍乡跨境电商产业园,江西省,萍乡市,安源区,萍乡市安源区建设东路350号附近,-,10
上栗县金山开发区,江西省,萍乡市,上栗县,萍乡市上栗县G319(厦成线),338,30
赣湘合作电子信息产业园,江西省,萍乡市,上栗县,次干路与559乡道交叉口西260米,152,27
联洪仓储物流园,江西省,萍乡市,上栗县,萍乡市上栗县郑和路9号,139,7
萍乡经济开发区创新创业园(周江智能制造产业园),江西省,萍乡市,上栗县,萍乡市上栗县123县道西150米,132,9
丰达兴5G产业园,江西省,萍乡市,上栗县,金山镇赣湘合作电子信息产业园,117,-
赤山工业园,江西省,萍乡市,上栗县,G60(沪昆高速),97,18
爱贝斯特儿童产业园,江西省,萍乡市,上栗县,赤山工业园高科大道萍乡爱贝斯特实业有限公司,80,1
江西上栗工业园区,江西省,萍乡市,上栗县,萍乡市上栗县高科大道,54,-
上栗工业园服务中心,江西省,萍乡市,上栗县,彭高镇上栗工业园服务中心,15,-
江西省萍乡市高新技术工业园西区,江西省,萍乡市,上栗县,萍乡市上栗县金丰路与320国道交叉口东北50米,3,3
上栗县返乡农民工创业孵化基地,江西省,萍乡市,上栗县,上栗镇吴楚路鑫岛尚都F121号,-,-
江西焦点网红孵化基地,江西省,萍乡市,上栗县,萍乡市上栗县府前路(中共上栗县委党校),-,14
上栗创业孵化基地,江西省,萍乡市,上栗县,四海村,-,26
萍乡北工区,江西省,萍乡市,上栗县,萍乡市上栗县福田镇,-,-
萍乡市联锦成5G产业园(建设中),江西省,萍乡市,上栗县,次干路与559乡道交叉口西260米,-,-
江西萍实文化创意产业园,江西省,萍乡市,上栗县,萍乡市上栗县安源北大道,-,-
粉末冶金孵化园,江西省,萍乡市,上栗县,赤山工业园(丰泉管理处),-,2
硖石工业园,江西省,萍乡市,上栗县,萍乡市上栗县经济开发区,-,11
陶瓷工业园,江西省,萍乡市,湘东区,萍乡市湘东区长春村,283,7
湘东光电科技产业园,江西省,萍乡市,湘东区,下埠镇湘东光电科技产业园,119,13
智能制造产业园,江西省,萍乡市,湘东区,智能制造园A区8号楼,43,18
东桥电商创业园,江西省,萍乡市,湘东区,萍乡市湘东区东界路,-,-
赣湘开放合作试验区湘东园区,江西省,萍乡市,湘东区,萍乡市湘东区G320(沪瑞线),-,-
福斯特智能制造产业园,江西省,萍乡市,湘东区,下埠镇横溪村,-,6
智能制造产业园A区,江西省,萍乡市,湘东区,萍乡市湘东区栗油公路与荷花路交汇,-,18
湘东产业园,江西省,萍乡市,湘东区,萍乡市湘东区G320(沪瑞线),-,146
湘东电光工业园,江西省,萍乡市,湘东区,萍乡市湘东区陶瓷文化广场南(育英路西),-,-
一方集团萍乡乐桥园区,江西省,萍乡市,湘东区,萍乡市湘东区东桥镇南岸村,-,-
邦达物流园,江西省,萍乡市,湘东区,萍乡市湘东区东环路与320国道交叉口西200米,-,5
萍乡陶瓷产业基地,江西省,萍乡市,湘东区,萍乡市湘东区下埠镇长春村,-,-
莲花工业园区(赛狮路),江西省,萍乡市,莲花县,萍乡市莲花县莲花工业园区(赛狮路南),5998,839
白岭工业园,江西省,萍乡市,莲花县,萍乡市莲花县兴乡路,115,30
普凌科技智能产业园,江西省,萍乡市,莲花县,工业园,92,-
莲花教育园,江西省,萍乡市,莲花县,萍乡市莲花县桃源路天如公园对面,44,3
江西省数字经济产业园,江西省,萍乡市,莲花县,琴亭镇工业园C区,-,-
鸿宇物流园,江西省,萍乡市,莲花县,322国道东南侧,-,-
甘红初心茶产业园,江西省,萍乡市,莲花县,江西省萍乡市莲花县坊楼镇149县道,-,-
琴亭工业城,江西省,萍乡市,莲花县,萍乡市莲花县勤王路16西北方向70米,-,2
升坊工业园,江西省,萍乡市,莲花县,萍乡市莲花县升坊镇赛狮路,-,4
朗技集团(萍乡)工业园,江西省,萍乡市,芦溪县,萍乡市芦溪县同兴路东100米,100,-
芦溪县先进装备小微企业创业园,江西省,萍乡市,芦溪县,迎宾大道,88,1
四顺物流园,江西省,萍乡市,芦溪县,萍乡市芦溪县芦溪镇东阳村,34,8
芦溪县飞天互联网+众创产业园,江西省,萍乡市,芦溪县,萍乡市芦溪县芦溪镇古城村综合管理处,14,63
中国中铁轨道交通产业园,江西省,萍乡市,芦溪县,萍乡市芦溪县环城北路中材科技风电叶片有限公司对面,-,-
芦溪工业园区,江西省,萍乡市,芦溪县,萍乡市芦溪县S225与环城北路交叉口东南方向40米,-,1
芦溪县国家现代农业示范区,江西省,萍乡市,芦溪县,萍乡市芦溪县宣风镇竹垣村,-,-
芦溪县创业工业园,江西省,萍乡市,芦溪县,萍乡市芦溪县同兴路西50米,-,-
赛维LDK太阳能(新余)工业园,江西省,新余市,渝水区,新余市渝水区光明路与春龙大道交叉口东南50米,2364,88
新余市渝水区新兴工业产业园,江西省,新余市,渝水区,新余市渝水区下村工业基地大一路,2107,107
江西省国防科技工业园(仙女湖区),江西省,新余市,渝水区,观巢镇江西省国防科技工业园(仙女湖区),997,5
新余高新区科技孵化基地,江西省,新余市,渝水区,新余市渝水区新余市高新区光明路,549,71
铭基高科产业园,江西省,新余市,渝水区,新余市渝水区赛维大道1500号,445,36
信诚科技园(赛维大道),江西省,新余市,渝水区,新余市渝水区赛维大道509号,400,16
江西新余奉渝产业园,江西省,新余市,渝水区,新余市渝水区创业大道,333,36
嘉锐工业园,江西省,新余市,渝水区,新余市渝水区水西镇南源路89号,303,-
高新区科技创业孵化基地,江西省,新余市,渝水区,新余市渝水区光明路888号,282,100
国防科技工业园,江西省,新余市,渝水区,新余市渝水区水西镇高新区光明路1368号,260,12
中田现代农业工业园,江西省,新余市,渝水区,新余市渝水区水西镇赛维大道,239,6
青园城,江西省,新余市,渝水区,新余市渝水区钢城路东侧,178,74
金华工业园(赛维大道),江西省,新余市,渝水区,新余市渝水区赛维大道5号,175,5
新余市嘉盛工业园,江西省,新余市,渝水区,新余市渝水区南源路99号,170,3
新余创业工业园,江西省,新余市,渝水区,新余市渝水区水西镇赛维大道9号,133,129
鼎鸿泰产业园,江西省,新余市,渝水区,新余市渝水区渝水区高新开发区赛维大道1501号,129,6
沃格光电W3园区,江西省,新余市,渝水区,新余市渝水区水西镇,126,-
新余市图美科技园,江西省,新余市,渝水区,新余市渝水区新兴工业产业园区大一路29号,107,19
江西绿源工业园,江西省,新余市,渝水区,新余市渝水区渝东大道2129号附近,103,12
新余高新区工业地产3期,江西省,新余市,渝水区,新余市渝水区东兴路,102,35
长红工业园,江西省,新余市,渝水区,新余市渝水区景源路260号,101,20
医疗器械产业园,江西省,新余市,渝水区,水西镇新钢医用卫生材料有限公司,76,-
奥曼特光伏园,江西省,新余市,渝水区,新余市渝水区高新技术产业园区飞宇大道,74,3
江西中欧医药健康产业园,江西省,新余市,渝水区,霞江大道与世纪大道交叉口西460米,71,23
清华产业园,江西省,新余市,渝水区,新余市渝水区创新路,61,1
中川产业园,江西省,新余市,渝水区,新余市渝水区龙腾路东100米,57,4
晶丰工业园,江西省,新余市,渝水区,光明路北侧,55,4
东风工业园,江西省,新余市,渝水区,新余市渝水区渝东大道488附近,47,1
板桥工业区,江西省,新余市,渝水区,新余市渝水区223省道西50米,43,39
新余市数字产业园(建设中),江西省,新余市,渝水区,纵三路与自然大道交叉口东南60米,35,-
新余国家高新技术产业开发区,江西省,新余市,渝水区,新余市渝水区光伏路,35,-
